Destination country (down),Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,Other North,Other South,World
Dominica,0,0,0,0,0,0,469,0,0,47,7,0,0,12,0,0,168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,38,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,80,0,0,0,0,30,7,0,0,0,0,0,0,0,191,1407,1,0,0,0,28,0,0,0,0,0,0,1,130,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,50,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,283,0,126,0,19,0,0,0,16,0,0,0,0,0,0,308,0,0,0,1,0,0,0,0,638,628,0,0,0,30,0,0,0,0,0,0,1827,1161,8033
Dominican Republic,8,29,88,0,0,25,368,3653,8,456,92,1334,0,126,29,4,38,12,677,79,25,16,12,502,8,0,1313,0,494,0,4,4,163,23,4925,17,138,4,0,2615,4995,6494,0,8,0,2146,4,0,9435,45,8,30,96,0,32,0,1313,8,506,0,0,0,0,0,0,62,3490,0,0,0,17,7028,0,130,0,12,0,657,4,0,62,336729,599,0,70,20,397,29,96,27,70,0,256,9622,582,1736,50,11,106,0,0,758,0,4,0,32,20,991,0,4,38,0,25,38,0,26,25,0,50,0,17,46,0,0,8,2402,0,12,4,4,125,34,17,8,0,0,799,8,8,574,4,58,0,92,0,229,0,967,0,85,2753,158,657,220,12120,0,43,492,0,0,0,8,32,4,249,0,20,20,21,12,4,0,4,335,7,10167,0,140,385,0,4,5,142,0,511,2959,106,0,4,0,0,17,20,138,12,101,0,35,4,0,168,0,803,26397,2247,0,0,19680,75,652,260,4,8,4,6547,2164,502701
Ecuador,82,106,71,0,0,64,0,7867,56,0,546,798,3,71,0,7,18,18,1248,7,3,11,0,2227,14,7,3868,0,284,7,0,0,29,67,3410,0,3,0,0,16518,4265,200539,0,3,39,1365,3,120,4365,14,11,461,266,0,18,517,0,124,762,0,0,18,7,11,0,188,3297,0,0,50,0,6417,56,106,0,11,0,628,14,11,29,142,684,146,316,29,333,96,280,53,290,0,759,5602,56,1070,106,3,32,0,709,1181,0,21,0,11,24,645,0,35,18,0,21,39,11,128,14,0,53,3,3,32,0,0,0,3290,3,14,0,11,0,71,0,11,3,3,1209,3,167,575,14,74,0,344,11,78,3,1403,3,354,19960,184,458,535,730,0,444,2177,11,0,0,0,131,0,0,0,11,39,0,74,35,0,0,181,4,10888,14,3,14,0,0,3,29,3,511,2861,96,0,0,11,0,3,0,67,21,32,11,3,0,3,585,7,3144,39038,1397,14,0,12965,71,3,146,3,7,7,11014,62464,452126
"Egypt, Arab Rep.",198,124,1478,0,0,39,24,235,151,0,442,569,46,21,398,515,0,314,529,7,35,0,1,1,136,10,123,68,65,62,35,0,7,119,1173,0,68,354,0,35,1266,54,1769,179,166,1,246,97,5,0,81,190,318,587,0,0,17,0,291,1,2001,46,1231,0,1,342,2691,0,7,27,10,7276,253,1202,0,0,0,13,135,128,0,0,1,7,140,1,1996,5380,170,28192,90,0,667,3939,0,1086,8402,331,139,0,97,296,0,4446,88,1,1,4557,7,56,8648,1,7,7,0,113,38,39,3262,77,203,1,0,147,5,62,0,88,113,43,0,2018,24,17,251,7,933,0,87,1,147,1173,0,139,697,1013,0,1,1,1,5,1816,357,46,0,583,246,7055,42,1,1,7,14604,461,1,29,97,276,0,59,5,0,43038,267,732,391,210,1,0,0,0,33459,0,7,332,1285,174813,282,137,1173,0,7,0,0,1269,1044,97,0,0,81,360,1143,2978,5688,5,156,0,47,1,0,127186,8803,25,32,3076,14577,555860
El Salvador,0,0,1,0,0,5,0,217,4,0,27,11,0,0,0,6,40,0,52,341,0,0,0,53,0,0,243,0,3,0,0,3,0,0,246,0,0,0,0,230,260,580,0,0,0,881,0,0,128,0,0,1,6,0,1,72,123,1,0,0,0,0,0,0,0,0,215,0,0,0,0,228,3,5,0,0,0,8943,0,0,0,4,11753,8,1,2,11,1,18,1,11,0,43,283,10,54,8,0,0,0,0,128,0,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1725,0,0,0,0,0,1,1,2,0,0,33,0,3,7874,0,0,0,8,0,2,0,453,0,11,235,19,5,13,62,0,1,18,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,4,0,537,4,0,0,0,0,0,0,0,35,59,0,0,0,2,0,0,0,0,0,1,0,0,0,1,3,0,90,5432,75,1,0,243,2,0,46,0,0,4,31,117,42442
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5017,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,211551,221865
Eritrea,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,0,0,0,0,0,0,0,0,0,135,0,193,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,2472,122,1499,0,0,0,0,0,0,209,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0,1533,0,0,56,0,0,0,0,0,0,0,0,0,242,326,697,1554,16041
Estonia,32,24,24,0,0,5,4,39,517,0,80,225,1163,0,1,62,1,8187,238,1,0,0,1,3,5,0,97,0,353,0,0,0,5,23,62,0,1,0,0,14,312,36,0,6,3,6,6,37,15,1,10,347,254,0,0,6,13,85,1,0,0,0,7,1,1,6549,1043,0,0,1,915,2519,12,109,0,0,0,9,0,0,2,0,2,4,305,34,337,16,104,21,97,0,66,1172,2,74,8,2613,10,1,5,40,0,10,400,0,3771,29,0,0,6,1,1755,7,0,9,4,1,11,0,0,2,0,2,4,65,0,685,3,34,3,26,2,2,2,46,319,0,16,3,0,210,0,268,1,89,0,1,3,2,18,43,929,267,1,1,442,75468,2,0,1,0,10,2,22,0,1,8,0,182,45,0,5,38,0,770,25,1,0,0,0,17,3,0,774,93,22,215,4,43,0,2,1,4,15,239,233,0,0,7,16119,13,874,454,5,721,0,12,29,0,1,4,2,7,206,199,134775
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,3910,0,0,0,0,0,0,217472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,475183,0,417150,0,0,0,0,0,0,41734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,153,0,0,18447,60232,1234818
Faeroe Islands,3,0,3,0,0,0,0,8,0,0,39,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,66,0,31,0,0,3,0,8,26,0,0,0,0,3,33,30,0,0,0,0,8,94,3,0,0,11,3697,0,0,0,0,0,0,0,0,11,39,0,0,34,23,0,0,0,0,46,31,3,158,0,0,0,0,0,0,0,0,0,8,672,66,11,8,0,3,0,11,11,0,8,3,0,15,0,0,55,0,0,0,0,0,0,0,11,3,0,55,8,0,11,8,0,19,0,0,3,0,0,23,26,0,0,0,0,0,11,0,0,0,0,15,0,8,0,0,8,0,384,0,0,0,0,0,19,15,157,298,15,0,0,195,97,0,0,0,0,0,0,152,0,0,0,0,19,0,0,0,20,2,8,11,0,0,0,3,1,0,0,109,11,3,0,8,211,0,3,0,3,23,3,0,0,0,0,15,0,252,97,0,0,0,21,0,0,0,0,0,0,49,292,8001
Fiji,0,0,0,0,0,0,0,0,0,0,2144,0,0,0,0,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2367,0,0,0,0,0,0,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,0,0,0,0,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,0,0,0,0,0,415,0,0,0,1246,0,0,0,186,0,0,0,0,0,0,0,1617,9097,27505
Finland,4280,418,866,0,1,429,1,412,97,2,1121,603,132,9,19,2143,12,351,631,1,18,0,3,147,723,15,1378,2,2095,16,57,13,280,853,1567,0,4,8,0,449,9956,1060,3,1671,120,67,134,254,491,0,183,248,985,11,6,172,196,1224,63,14,143,44481,1980,0,10,0,2399,0,11,717,78,6594,1521,1239,0,2,0,74,96,8,18,11,68,0,2248,159,5688,509,6102,10723,604,0,760,2606,83,1283,279,282,1382,0,2,579,0,139,57,45,1778,575,0,104,220,0,1093,100,0,167,14,84,437,2,19,43,0,24,46,811,0,173,7,55,5,2126,71,1180,94,2735,1494,0,226,107,19,2400,0,1690,9,2456,0,26,11,25,506,3568,4404,555,0,17,2845,12766,474,3,1,0,360,188,183,6,131,218,0,223,60,5,10570,887,0,2774,981,1,4,0,2,1051,1,13,31994,1048,1961,51,541,9742,1,81,2,38,693,6539,24,0,1,202,1805,167,5735,4752,113,151,1,234,6603,0,57,69,219,95,1722,431,267289
France,4832,6796,1455780,1079,996,21610,82,13142,19372,10,8475,12780,4173,48,162,5069,80,3451,155548,12,20724,115,87,3194,14442,44,58276,55,17893,8873,1894,22630,64306,82513,26128,0,16972,7530,0,14620,111717,27644,37190,77889,70529,763,91303,10249,4852,0,1047,9244,6733,6670,8243,4912,4198,31407,1172,427,646,922,8806,5,158,3886,0,0,20080,1935,7698,238107,6797,13085,12,0,0,3039,30667,3111,4849,77446,594,522,10712,396,48791,5076,23134,6212,9977,12,9336,380356,953,21701,1464,2621,1774,9,63,21016,17059,763,731,43524,2833,47878,63,796,2386,27,2656,13083,20,4556,122229,107,2575,6,76703,497,0,18037,45011,12770,3,6658,25326,1448,1424,940552,1309,479,174,1344,44504,0,1987,656,5585,5854,0,4131,114,24140,0,543,63,1047,11859,15454,113345,724000,59,149,91158,64965,6287,17,222,233,2526,119661,85988,616,1320,2395,9,4520,2706,2,1911,5258,1533,315179,48591,5,5039,0,41,3256,24753,30,10216,96715,17069,247,653,18426,11,24123,96,417,394748,301950,213,7,2,588,16121,23083,188161,54724,2472,1118,764,6433,127937,1,1024,494,350,700,74,21,7969646
French Polynesia,0,0,811,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,24130,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,21,0,0,0,0,0,177,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,498,0,0,251,0,0,0,0,0,0,0,650,3966,34830
Gabon,0,0,106,0,0,1055,0,0,0,0,0,0,0,0,0,0,0,0,477,0,49730,0,0,0,0,0,0,0,0,6661,161,0,0,48255,278,0,0,4311,0,0,331,0,0,8485,15547,0,3233,0,0,0,0,0,0,0,0,0,0,0,0,82825,0,0,0,0,0,0,15308,0,0,0,0,84,6062,0,0,0,0,0,4742,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,30,0,0,0,0,154,186,0,0,0,0,0,2382,0,0,0,0,0,0,0,0,0,0,0,0,52549,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,22779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,6200,0,29057,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,21927,0,0,214,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,1979,8383,394953
"Gambia, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42994,13129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,0,0,0,0,0,0,0,0,0,0,9852,0,0,3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126156,0,0,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,3970,205063
Georgia,40,10,17,0,0,0,0,15,12605,0,0,25,5937,0,0,0,0,9306,22,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,12,0,0,33,0,0,0,0,0,0,0,0,0,537,0,0,0,11,39,0,0,0,0,1704,0,162,0,0,0,0,0,0,0,0,0,0,48,0,31,0,121,0,0,0,31,17,0,0,0,12107,0,0,1663,219,0,0,1934,0,846,9,0,0,0,0,2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2490,0,28,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,86,0,0,0,0,20,0,3007,0,0,0,451,104549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,14,375,2064,0,0,0,0,0,0,0,983,937,0,0,0,25044,0,33,109,0,8593,0,0,0,0,0,0,0,0,2070,2345,203708
Germany,253485,45000,23349,0,0,0,0,18599,14048,0,13938,183625,20372,0,0,7601,0,29000,23000,0,2148,0,0,5380,172560,0,44000,0,263320,1838,715,0,2703,19963,13000,0,0,317,0,15994,129150,22190,0,9507,16536,1897,4049,332605,14576,0,1858,93000,22000,0,0,11127,8514,23428,1335,0,14684,8000,20878,0,0,11000,130915,0,523,4433,18000,0,33000,348475,0,0,0,2099,4244,0,0,1586,1444,0,192340,1819,79000,14000,119000,227195,14000,0,14000,611450,2288,26000,14000,737000,15084,0,3000,34000,202905,0,83954,3606,29000,68000,0,3018,4484,307,44000,21000,0,98000,1597,0,6159,0,1454,753,0,0,0,18329,0,27000,0,0,22000,98000,0,2282,0,3936,149160,0,3251,1524,1177,25000,0,9507,0,63000,0,735,0,5105,18630,35000,1334000,136080,0,0,533660,957000,1237,0,0,0,3757,4181,183000,0,4504,2862,0,40000,31000,0,8053,18428,0,163560,43000,0,0,0,0,0,0,0,12000,48880,637845,29081,1372,61000,0,14298,0,920,41471,1492580,6790,0,0,2600,212000,0,107005,114145,3422,42412,0,9130,109000,0,0,2901,1009,0,401133,114609,12550982
Ghana,0,0,15,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,19502,0,0,0,0,0,15,0,0,92876,0,0,0,133,320,0,0,17,0,0,264,0,0,35,0,0,46058,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,35,0,0,0,254,0,0,1337,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,989,0,0,0,0,0,52,268,0,66,0,0,17,0,0,0,0,0,0,0,0,1142,0,28948,0,0,0,0,0,0,0,0,0,0,7819,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,9205,70705,0,0,0,103,0,0,0,0,0,43,75,0,0,0,0,103,582,0,0,0,0,116,0,0,2402,0,0,0,0,0,0,0,26,0,32,0,0,0,0,26,0,0,0,227,81,0,13,0,0,142688,0,0,0,0,0,0,0,0,0,0,2117,952,0,0,0,0,0,0,0,0,0,0,39935,56895,527034
Greece,6216,429428,1082,7,13,8,28,629,14028,87,19857,2212,497,22,22,16871,10,1430,5031,4,18,7,1,22,882,7,2175,0,71571,77,130,38,21,453,12382,32,385,18,3,360,4414,393,71,205,1388,37,112,461,460,19,21215,4349,884,38,80,697,116,27754,53,4,274,126,2376,0,22,757,6573,36,7,49,81876,112270,1051,0,19,1,3,29,178,0,20,37,49,61,1696,53,9967,434,3335,7704,579,39,699,6188,11,1164,798,26492,564,0,33,325,0,137,538,40,345,2748,0,30,629,9,535,717,0,3390,127,0,61,53,28,88,9,115,53,696,0,9866,23920,7,534,2038,63,22,11,51,3735,0,482,157,111,3935,29,507,4,30727,184,154,3,85,285,8316,15380,319,39,1083,45355,53209,95,440,4,7,418,628,8365,31,205,80,5,847,478,0,728,6784,312,1159,1791,1,0,0,6,1821,8,1513,5320,3630,7500,95,387,390,213,13,0,17,1358,32881,113,0,10,137,19104,84,17358,22939,110,8059,69,1007,206,29,982,27,234,412,105,105,1274288
Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5207,0,0,0,0,0,0,0,0,0,0,279,0,13,14,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,130,31,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,15,39,0,0,0,0,0,0,0,0,0,0,169,115,6607
Grenada,0,0,0,0,0,0,57,0,0,0,0,0,0,45,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,246,0,568,0,0,0,0,0,0,0,0,0,0,0,0,3298,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,1057,0,0,0,0,3028,1125,11367
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2663,0,0,0,0,0,3528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,10909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370,0,0,0,1485,0,0,0,0,35410,0,0,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20726,0,0,0,0,382,0,0,0,0,0,1291,1949,87978
Guatemala,0,0,0,0,0,0,0,576,0,0,72,0,0,0,0,0,1,0,0,953,0,0,0,141,0,0,249,0,0,0,0,0,0,0,413,0,0,0,0,313,683,1202,0,0,0,1209,0,0,686,0,0,0,0,0,0,113,173,33,19976,0,0,0,3,0,0,0,268,0,0,0,0,665,0,0,414,0,0,0,0,0,12,14,8726,0,0,0,25,41,18,11,0,0,136,382,10,152,0,0,0,0,0,1858,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,18250,0,0,0,0,0,0,0,0,0,0,145,0,0,8908,0,0,0,0,0,27,0,312,0,61,475,69,0,30,105,0,0,0,0,0,0,0,33,0,0,0,0,9,0,0,0,0,0,0,0,1373,0,0,0,0,0,0,0,0,48,160,81,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,232,8993,145,0,0,294,1,0,47,0,0,0,73,2129,81589
Guinea,2,10,6843,0,5,111,4325,108,8,0,9,0,4,12,2,0,10,0,131,1,1493,0,2,4,1,48,157,0,2,571,37,63,8,190,189,0,17,377,0,10,164,2548,739,74,118,114,7741,18,1735,0,0,0,64,17,12,1,1,26,3,10391,22,0,11,0,2,5,1044,0,71,515,0,539,850,0,0,0,0,0,0,4411,0,24,289,0,0,0,47,0,39,0,0,0,10,79,0,104,1,0,1942,2,1197,413,0,0,0,0,22,542,31,118353,42,3,0,0,0,0,9,16,2,0,50943,0,5,1316,14,0,2,2,0,0,0,323,18,1,2,24,36,0,1,4,885,578,0,1,0,18,8,0,15,0,0,2,0,151,0,0,4,304,37,27,0,32,433,4299,1,2,226415,0,0,0,27,11,5,1215,2,1153,1,0,0,0,29,6,0,4,2,16,20,0,1,49,0,932,944,0,517,34,0,0,0,0,54,0,7,351,0,0,0,0,4,0,0,0,0,3,1079,3150,464672
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,1566,0,0,0,0,0,0,0,0,5175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0,0,11619,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,620,110,23405
Guyana,0,0,0,0,0,0,19,0,0,0,0,0,0,16,0,0,272,0,0,0,0,0,0,0,0,0,2166,0,0,0,0,0,0,0,406,0,0,0,0,0,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,223,0,373,0,4662,0,0,0,0,0,0,0,0,0,0,893,0,0,0,0,0,0,0,0,583,1273,0,0,0,2132,0,3,0,0,0,0,269,625,15632
